date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:14:13	149/149	---MCZ	200	added ('OK')	text/plain	date:Tue,%2028%20Feb%202023%2010:04:12%20GMT	https://benglalyrics.blogspot.com/robots.txt		(from )
16:14:13	99974/99974	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:04:12%20GMT	https://benglalyrics.blogspot.com/	C:/My%20Web%20Sites/RAFE/benglalyrics.blogspot.com/index.html	(from )
16:14:15	1150/1150	---MCZ	200	added ('OK')	image/x-icon	date:Tue,%2028%20Feb%202023%2010:04:12%20GMT	https://benglalyrics.blogspot.com/favicon.ico	C:/My%20Web%20Sites/RAFE/benglalyrics.blogspot.com/favicon.ico	(from https://benglalyrics.blogspot.com/)
16:14:16	170858/170858	---M-Z	200	added ('OK')	application/atom+xml	date:Tue,%2028%20Feb%202023%2010:04:12%20GMT	https://benglalyrics.blogspot.com/feeds/posts/default	C:/My%20Web%20Sites/RAFE/benglalyrics.blogspot.com/feeds/posts/default	(from https://benglalyrics.blogspot.com/)
16:14:18	144364/144364	---M-Z	200	added ('OK')	application/rss+xml	date:Tue,%2028%20Feb%202023%2010:04:12%20GMT	https://benglalyrics.blogspot.com/feeds/posts/default?alt=rss	C:/My%20Web%20Sites/RAFE/benglalyrics.blogspot.com/feeds/posts/default9522	(from https://benglalyrics.blogspot.com/)
16:14:18	86927/86927	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	C:/My%20Web%20Sites/RAFE/ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://benglalyrics.blogspot.com/)
16:14:19	170570/170570	---M-Z	200	added ('OK')	text/css	date:Tue,%2028%20Feb%202023%2010:14:25%20GMT	https://cdn.statically.io/gh/TaufiqHdyt/CDN/fd1ce28b/font-awesome-5-pro/css/all.min.css	C:/My%20Web%20Sites/RAFE/cdn.statically.io/gh/TaufiqHdyt/CDN/fd1ce28b/font-awesome-5-pro/css/all.min.css	(from https://benglalyrics.blogspot.com/)
16:14:19	4301/4301	---M--	200	added ('OK')	image/jpeg	etag:%22ve47%22	https://2.bp.blogspot.com/-fjaZBtfvzac/UN1mw2tUamI/AAAAAAAADkc/XdKqt8hWZ6w/s1600/anon.jpg	C:/My%20Web%20Sites/RAFE/2.bp.blogspot.com/-fjaZBtfvzac/UN1mw2tUamI/AAAAAAAADkc/XdKqt8hWZ6w/s1600/anon.jpg	(from https://benglalyrics.blogspot.com/)
16:14:20	372/372	---M--	200	added ('OK')	image/png	etag:%22v1bdf%22	https://4.bp.blogspot.com/-cmZSAe4hgWI/V0K-3C5xiHI/AAAAAAAAG90/2btatUgRsM4qf8HIc7QweuToTkRqRNeuACLcB/s1600/delete.png	C:/My%20Web%20Sites/RAFE/4.bp.blogspot.com/-cmZSAe4hgWI/V0K-3C5xiHI/AAAAAAAAG90/2btatUgRsM4qf8HIc7QweuToTkRqRNeuACLcB/s1600/delete.png	(from https://benglalyrics.blogspot.com/)
16:14:21	1/1	---MCZ	200	added ('OK')	text/css	date:Tue,%2028%20Feb%202023%2010:14:27%20GMT	https://www.blogger.com/dyn-css/authorization.css?targetBlogID=6149577547760819166&zx=d4196212-224d-487d-b989-3fb9dce449cd	C:/My%20Web%20Sites/RAFE/www.blogger.com/dyn-css/authorizatione88b.css	(from https://benglalyrics.blogspot.com/)
16:14:21	171894/171894	---M--	200	added ('OK')	text/javascript	etag:4521850533122180291	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-6908158757296392&host=ca-host-pub-1556223355139109	C:/My%20Web%20Sites/RAFE/pagead2.googlesyndication.com/pagead/js/fa1f6.txt	(from https://benglalyrics.blogspot.com/)
16:14:23	128997/128997	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:04:12%20GMT	https://benglalyrics.blogspot.com/2023/02/blog-post_25.html	C:/My%20Web%20Sites/RAFE/benglalyrics.blogspot.com/2023/02/blog-post_25.html	(from https://benglalyrics.blogspot.com/)
16:14:24	183845/183845	---M--	200	added ('OK')	image/png	etag:%22v496%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjWKa4TYtbMfs8DjzaPs4PymJ5ZZDiWnWEZF6vj03enHiY3MkCjgsGCzuchsG7o12I4MNVaPtt7U5FBC7EP1Hw7Nn9Mi-W9_mYQvGgakgbNKlVovf2Zp6sePHMU1DwUjJ4S1O69TRdpMY9OgaXSyM_j_2s0B7Cl2vD92rb8NvOjWvd_1fJSS-kB7N2H0A/w640-h382/Untitled%20design%20(3)%20(3).png	C:/My%20Web%20Sites/RAFE/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjWKa4TYtbMfs8DjzaPs4PymJ5ZZDiWnWEZF6vj03e/w640-h382/Untitled%20design%20(3)%20(3).png	(from https://benglalyrics.blogspot.com/)
16:14:25	129360/129360	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:04:12%20GMT	https://benglalyrics.blogspot.com/2023/02/blog-post_24.html	C:/My%20Web%20Sites/RAFE/benglalyrics.blogspot.com/2023/02/blog-post_24.html	(from https://benglalyrics.blogspot.com/)
16:14:26	246064/246064	---M--	200	added ('OK')	image/png	etag:%22v4a4%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgINtsWiSnbJXIhRSlsfidWGHKuyiV6GKBpSQjzeGmpzqTAG5aBg_zSVt5SvqXI_goBfDVWopZTGGjm6DQbsm6pgpIhfF03AftxzmkS_jyTgnuSnvGJDvll3zyPY3swd6rJc76AGG1xr0qjwKdGferWZZxYt8GUt2nAUo8e_YVIAzewdOOLkxaJ4whdSA/w640-h382/Untitled%20design%20(3)%20(5).png	C:/My%20Web%20Sites/RAFE/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgINtsWiSnbJXIhRSlsfidWGHKuyiV6GKBpSQjzeGm/w640-h382/Untitled%20design%20(3)%20(5).png	(from https://benglalyrics.blogspot.com/)
16:14:27	130091/130091	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:04:12%20GMT	https://benglalyrics.blogspot.com/2023/02/blog-post_2.html	C:/My%20Web%20Sites/RAFE/benglalyrics.blogspot.com/2023/02/blog-post_2.html	(from https://benglalyrics.blogspot.com/)
16:14:28	318828/318828	---M--	200	added ('OK')	image/png	etag:%22v49d%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEggd9m-4BhbdJxeQ7KCgvDpx84GluqGESwiiqWm1VLnFwnTmztHFhmzA1oulzTxuRfspNTIDyHWdaSUfvVuX1ejMh386WnzzLf_J30mZoTHN5DuiEu0Q1em8FJEHi93ExIsPAyg-Mj1HSZRVg78WRLEqFQKi4GURus_bwrdrWvClrAqm6M48fayZ58QoA/w640-h382/Untitled%20design%20(3)%20(2).png	C:/My%20Web%20Sites/RAFE/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEggd9m-4BhbdJxeQ7KCgvDpx84GluqGESwiiqWm1VL/w640-h382/Untitled%20design%20(3)%20(2).png	(from https://benglalyrics.blogspot.com/)
16:14:28	130859/130859	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Feb%202023%2010:04:12%20GMT	https://benglalyrics.blogspot.com/2023/02/japan-zhang-yun-xi-hot-girl-videos.html	C:/My%20Web%20Sites/RAFE/benglalyrics.blogspot.com/2023/02/japan-zhang-yun-xi-hot-girl-videos.html	(from https://benglalyrics.blogspot.com/)
